hhid,sectiona1,sectiona2,sectiona3,sectiona4,sectiona5,sectiona6,sectiona7,sectiona8,sectiona9,sectiona10
635,9,female,11,grandchild,,yes,4th grade,yes,,student
635,10,female,14,grandchild,single,yes,4th grade,yes,,student
635,11,male,12,grandchild,single,yes,did not complete any schooling,yes,,agriculture
635,101,female,16,child,single,yes,8th grade,no,student,
635,102,female,15,child,single,yes,9th grade,no,student,
636,1,male,57,household head,married,yes,did not complete any schooling,yes,,agriculture
636,2,female,45,spouse,married,yes,did not complete any schooling,yes,,household work
636,3,male,25,child,separated,yes,did not complete any schooling,yes,,agriculture
636,4,male,22,child,single,yes,3rd grade,yes,,agriculture
636,5,male,20,child,single,yes,8th grade,yes,,student
636,6,male,15,child,single,yes,1st grade,yes,,student
636,7,female,18,child,single,yes,1st grade,yes,,student
636,8,female,10,child,,yes,1st grade,yes,,student
636,9,female,8,child,,yes,1st grade,yes,,student
637,1,male,45,household head,married,yes,3rd grade,yes,,agriculture
637,2,female,40,spouse,married,yes,did not complete any schooling,yes,,household work
637,3,male,25,child,single,yes,11th grade,yes,,student
637,4,male,7,child,,yes,did not complete any schooling,no,too young,
637,5,male,3,child,,no,,,,
637,6,female,0,child,,no,,,,
637,7,male,15,other relation,single,yes,did not complete any schooling,yes,,livestock
637,8,male,30,other relation,single,yes,did not complete any schooling,yes,,agriculture
637,9,female,25,other relation,single,yes,did not complete any schooling,yes,,household work
637,101,male,18,child,single,yes,8th grade,yes,,student
638,1,male,61,household head,married,yes,adult literacy program,yes,,agriculture
638,2,female,51,spouse,married,yes,adult literacy program,yes,,household work
638,3,male,21,child,single,yes,8th grade,yes,,student
638,4,male,18,child,single,yes,7th grade,yes,,student
638,5,male,16,child,single,yes,2nd grade,yes,,student
638,6,male,10,child,,yes,2nd grade,yes,,student
638,7,male,9,child,,yes,1st grade,yes,,student
638,8,female,6,grandchild,,yes,did not complete any schooling,no,too young,
638,9,female,3,grandchild,,no,,,,
638,10,female,28,child,separated,yes,did not complete any schooling,yes,,household work
638,11,male,9,grandchild,,yes,did not complete any schooling,yes,,livestock
638,12,male,6,grandchild,,yes,did not complete any schooling,no,too young,
638,13,male,2,grandchild,,no,,,,
638,14,male,26,child,divorced,yes,4th grade,yes,,agriculture
639,1,male,55,household head,married,yes,adult literacy program,yes,,agriculture
639,2,female,40,spouse,married,yes,did not complete any schooling,yes,,household work
639,3,female,15,child,single,yes,4th grade,yes,,student
639,4,female,12,child,single,yes,3rd grade,yes,,student
639,5,male,9,child,,yes,did not complete any schooling,yes,,livestock
639,6,male,5,child,,yes,did not complete any schooling,no,too young,
639,7,male,2,child,,no,,,,
640,1,male,58,household head,married,yes,did not complete any schooling,yes,,agriculture
640,2,female,46,spouse,married,yes,did not complete any schooling,yes,,household work
640,3,female,13,child,single,yes,2nd grade,yes,,student
640,4,male,11,child,,yes,did not complete any schooling,yes,,livestock
640,5,male,5,child,,yes,did not complete any schooling,no,too young,
640,6,male,10,child,,yes,did not complete any schooling,yes,,livestock
761,1,male,78,household head,married,yes,did not complete any schooling,no,too old,
761,2,female,60,spouse,married,yes,did not complete any schooling,yes,,household work
761,3,male,7,grandchild,,yes,did not complete any schooling,yes,,livestock
762,1,male,48,household head,married,yes,3rd grade,yes,,agriculture
762,2,female,37,spouse,married,yes,did not complete any schooling,yes,,household work
762,3,male,25,child,single,yes,10nth grade,yes,,agriculture
762,4,female,26,child,separated,yes,did not complete any schooling,yes,,household work
762,5,female,14,child,single,yes,6th grade,yes,,student
762,6,female,13,child,single,yes,3rd grade,yes,,student
762,7,male,12,child,single,yes,did not complete any schooling,yes,,agriculture
762,8,male,10,child,,yes,did not complete any schooling,yes,,livestock
762,9,female,9,child,,yes,did not complete any schooling,yes,,household work
762,10,female,7,child,,yes,did not complete any schooling,no,too young,
762,11,female,4,child,,no,,,,
762,12,female,0,child,,no,,,,
763,1,male,37,household head,married,yes,adult literacy program,yes,,agriculture
763,2,female,32,spouse,married,yes,did not complete any schooling,yes,,household work
763,3,male,16,child,single,yes,4th grade,yes,,student
763,4,male,10,child,,yes,1st grade,yes,,student
763,5,male,8,child,,yes,1st grade,yes,,livestock
763,6,male,4,child,,no,,,,
763,7,female,0,child,,no,,,,
764,1,male,25,household head,married,yes,4th grade,yes,,agriculture
764,2,female,23,spouse,married,yes,did not complete any schooling,yes,,household work
764,3,male,1,child,,no,,,,
770,1,male,55,household head,married,yes,3rd grade,yes,,agriculture
770,2,female,45,household head,married,yes,did not complete any schooling,yes,,household work
770,3,male,25,child,single,yes,12th grade,yes,,agriculture
770,4,female,18,child,single,yes,8th grade,yes,,student
770,5,male,16,child,single,yes,9th grade,yes,,student
770,6,male,14,child,single,yes,5th grade,yes,,student
770,7,female,12,child,single,yes,1st grade,yes,,student
770,8,female,10,child,,yes,did not complete any schooling,yes,,student
770,9,male,8,child,,yes,did not complete any schooling,yes,,livestock
770,10,male,4,child,,no,,,,
767,1,male,39,household head,married,yes,1st grade,yes,,agriculture
767,2,female,27,spouse,married,yes,did not complete any schooling,yes,,household work
767,3,female,12,child,single,yes,did not complete any schooling,yes,,livestock
767,4,male,3,child,,no,,,,
767,5,female,0,child,,no,,,,
768,1,male,47,household head,widowed,yes,did not complete any schooling,yes,,agriculture
766,1,female,37,household head,separated,yes,did not complete any schooling,yes,,agriculture
766,2,male,15,child,single,yes,5th grade,yes,,agriculture
766,3,female,10,child,,yes,2nd grade,no,student,
766,4,male,6,child,,yes,did not complete any schooling,no,too young,
766,101,male,17,child,single,yes,8th grade,no,student,
769,1,male,28,household head,married,yes,did not complete any schooling,yes,,agriculture
769,2,female,20,spouse,married,yes,did not complete any schooling,yes,,household work
769,3,male,5,child,,yes,did not complete any schooling,yes,,household work
769,4,female,0,child,,no,,,,
765,1,male,60,household head,married,yes,did not complete any schooling,yes,,agriculture
765,2,female,50,spouse,married,yes,did not complete any schooling,yes,,household work
765,3,male,30,child,separated,yes,did not complete any schooling,yes,,agriculture
765,4,male,28,child,single,yes,4th grade,yes,,student
765,5,male,25,child,single,yes,5th grade,yes,,student
765,6,female,20,child,single,yes,4th grade,yes,,household work
765,7,female,19,child,single,yes,did not complete any schooling,yes,,agriculture
765,8,male,10,child,,yes,4th grade,yes,,student
765,9,female,8,child,,yes,2nd grade,no,too young,
765,10,female,4,grandchild,,no,,,,
771,1,male,61,household head,married,yes,9th grade,yes,,agriculture
771,2,female,52,spouse,married,yes,did not complete any schooling,yes,,household work
771,3,male,23,child,single,yes,did not complete any schooling,yes,,agriculture
771,4,male,20,child,single,yes,12th grade,yes,,student
771,5,male,18,child,single,yes,5th grade,yes,,student
771,6,female,15,child,single,yes,9th grade,yes,,agriculture
771,7,male,12,child,single,yes,2nd grade,yes,,household work
771,8,female,10,child,,yes,2nd grade,yes,,agriculture
771,9,male,31,not related,single,yes,did not complete any schooling,yes,,agriculture
771,10,male,20,not related,single,yes,did not complete any schooling,yes,,agriculture
772,1,male,28,household head,married,yes,did not complete any schooling,yes,,agriculture
772,2,female,20,spouse,married,yes,did not complete any schooling,yes,,household work
772,3,female,5,child,,yes,did not complete any schooling,no,too young,
775,1,male,40,household head,married,yes,did not complete any schooling,yes,,agriculture
775,2,female,35,spouse,married,yes,did not complete any schooling,yes,,household work
775,3,male,20,child,single,yes,3rd grade,yes,,agriculture
775,4,female,15,child,single,yes,4th grade,yes,,student
775,5,female,12,child,single,yes,5th grade,yes,,student
775,6,female,7,child,,yes,did not complete any schooling,yes,,livestock
775,7,male,5,child,,yes,did not complete any schooling,yes,,livestock
774,1,female,50,household head,widowed,yes,did not complete any schooling,yes,,household work
774,2,male,23,child,single,yes,3rd grade,yes,,agriculture
774,3,male,20,child,single,yes,5th grade,yes,,agriculture
774,4,female,17,child,single,yes,6th grade,yes,,student
773,1,male,78,household head,married,yes,did not complete any schooling,yes,,agriculture
773,2,female,70,spouse,married,yes,did not complete any schooling,yes,,household work
773,3,male,18,child,single,yes,11th grade,yes,,student
773,4,male,15,child,single,yes,6th grade,yes,,student
773,5,male,24,other relation,single,yes,did not complete any schooling,yes,,agriculture
776,1,male,48,household head,married,yes,adult literacy program,yes,,agriculture
776,2,female,42,spouse,married,yes,adult literacy program,yes,,household work
776,3,male,22,child,single,yes,10nth grade,yes,,agriculture
776,4,male,17,child,single,yes,1st grade,yes,,student
776,5,female,14,child,single,yes,3rd grade,yes,,student
776,6,male,12,child,single,yes,3rd grade,yes,,student
776,7,male,9,child,,yes,1st grade,yes,,student
776,8,male,7,child,,yes,1st grade,yes,,student
781,1,female,44,household head,widowed,yes,did not complete any schooling,yes,,agriculture
782,1,male,29,household head,married,yes,2nd grade,yes,,agriculture
782,2,female,26,spouse,married,yes,did not complete any schooling,yes,,household work
782,3,male,7,child,,yes,did not complete any schooling,no,too young,
782,4,male,4,child,,no,,,,
782,5,female,2,child,,no,,,,
783,1,male,38,household head,married,yes,did not complete any schooling,yes,,agriculture
783,2,female,27,spouse,married,yes,did not complete any schooling,yes,,household work
783,3,female,11,child,,yes,2nd grade,yes,,student
783,4,male,9,child,,yes,1st grade,yes,,student
783,5,male,7,child,,yes,did not complete any schooling,no,too young,
784,1,male,45,household head,married,yes,4th grade,yes,,agriculture
784,2,female,40,spouse,married,yes,did not complete any schooling,yes,,household work
784,3,female,23,child,single,yes,7th grade,yes,,student
784,4,male,21,child,single,yes,7th grade,yes,,student
784,5,male,19,child,single,yes,3rd grade,yes,,student
784,6,female,17,child,single,yes,did not complete any schooling,yes,,livestock
784,7,male,15,child,single,yes,did not complete any schooling,yes,,livestock
784,8,female,13,child,single,yes,did not complete any schooling,yes,,household work
784,9,male,11,child,,yes,did not complete any schooling,yes,,livestock
784,10,male,9,child,,yes,did not complete any schooling,no,too young,
784,11,male,1,child,,no,,,,
785,1,male,56,household head,married,yes,3rd grade,yes,,agriculture
785,2,female,45,spouse,married,yes,did not complete any schooling,yes,,household work
785,3,female,20,child,single,yes,4th grade,yes,,student
785,4,female,18,child,single,yes,2nd grade,yes,,student
785,5,male,15,child,single,yes,3rd grade,yes,,student
785,6,male,13,child,single,yes,3rd grade,yes,,student
785,7,female,10,child,,yes,did not complete any schooling,yes,,student
785,8,male,8,child,,yes,did not complete any schooling,yes,,livestock
785,9,male,8,child,,yes,did not complete any schooling,yes,,livestock
785,10,female,6,child,,yes,did not complete any schooling,no,too young,
785,11,male,4,child,,no,,,,
785,101,male,26,child,single,yes,10nth grade,yes,,student
785,102,male,22,child,single,yes,9th grade,yes,,student
786,1,male,42,household head,married,yes,4th grade,yes,,agriculture
786,2,female,30,spouse,married,yes,did not complete any schooling,yes,,household work
786,3,female,17,child,single,yes,2nd grade,yes,,household work
786,4,male,14,child,single,yes,2nd grade,yes,,livestock
786,5,female,12,child,single,yes,did not complete any schooling,yes,,livestock
786,6,female,10,child,,yes,did not complete any schooling,yes,,household work
786,7,male,3,child,,no,,,,
787,1,female,55,household head,widowed,yes,did not complete any schooling,yes,,agriculture
787,2,male,20,child,single,yes,did not complete any schooling,yes,,agriculture
787,3,female,18,child,single,yes,did not complete any schooling,yes,,household work
787,4,female,16,child,single,yes,did not complete any schooling,yes,,household work
787,5,female,14,child,single,yes,8th grade,yes,,student
788,1,male,28,household head,married,yes,2nd grade,yes,,agriculture
788,2,female,25,spouse,married,yes,did not complete any schooling,yes,,household work
