hhid,sectiong0,sectiong1,sectiong2,sectiong3a,sectiong3b,sectiong3c,sectiong4,sectiong5,sectiong6,sectiong7,sectiong8,sectiong9,sectiong10,sectiong11,sectiong12,sectiong13,sectiong14,sectiong15,sectiong16,sectiong17,sectiong18,sectiong19,sectiong20,sectiong21,sectiong22,sectiong23,sectiong24,sectiong25,sectiong26
831,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,2,1,yekatit,.5,quintal,.5,mix,cash,430,860,assemblers from outside village,he is close by,trader shop (fixed),yes,no,,own donkey,0,180,0,man,100,,no,,no,yes,yes,no
832,2,2,nehase,.5,quintal,.5,mix,cash,575,1150,assemblers from outside village,he is close by,trader shop (fixed),yes,no,,own donkey,0,180,0,man,100,,no,,no,yes,yes,no
833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,2,1,megabit,2,small madaberia,.5,red,cash,400,800,"trader with fixed shop, selling teff elsewhere",he pays immediately,trader shop (fixed),yes,yes,5,other donkeys,0,90,60,mix,100,,yes,yes,no,no,no,
838,2,2,miazia,2,small madaberia,.5,red,cash,400,800,"trader with fixed shop, selling teff elsewhere",he pays immediately,trader shop (fixed),yes,yes,5,other donkeys,0,90,60,mix,100,,yes,yes,no,no,no,
839,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,1,1,megabit,50,kilogrammes,.5,mix,cash,450,900,consumer,there is no real difference with other traders,local(weekly) market,no,no,,own donkey,0,90,240,man,100,,no,,no,no,yes,no
843,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,4,4,hamle,25,quintal,.25,mix,cash,300,1200,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,by foot,0,45,360,mix,100,,no,,no,no,no,
848,4,2,megabit,25,quintal,.25,mix,cash,280,1120,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,by foot,0,45,360,mix,100,,no,,no,no,no,
848,4,1,yekatit,25,quintal,.25,mix,cash,250,1000,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,by foot,0,45,360,mix,100,,no,,no,no,no,
848,4,3,ginbot,25,quintal,.25,mix,cash,300,1200,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,by foot,0,45,360,mix,100,,no,,no,no,no,
849,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,1,1,nehase,1,kilogrammes,1,white,cash,1250,1250,consumer,he pays immediately,local(weekly) market,no,no,,by foot,30,40,2,mix,100,,no,,no,no,yes,no
854,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,1,1,megabit,1,kilogrammes,1,red,cash,1200,1200,farmer-trader in the village,he pays immediately,local(weekly) market,no,no,,own and other donkeys,25,90,50,woman,100,,no,,no,no,no,
856,1,1,miazia,150,sahin/lotery,2,mix,cash,1800,900,consumer,there is no real difference with other traders,local(weekly) market,no,no,,own donkey,10,60,180,woman,100,,no,,no,no,yes,no
857,2,2,ginbot,.5,quintal,.5,mix,cash,400,800,consumer,there is no real difference with other traders,local(weekly) market,no,no,,by foot,0,75,120,man,100,,no,,no,no,yes,no
857,2,1,miazia,.25,quintal,.25,mix,cash,200,800,consumer,there is no real difference with other traders,local(weekly) market,no,no,,by foot,0,75,120,woman,100,,no,,no,no,yes,no
858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,1,1,miazia,75,sahin/lotery,1,mix,cash,700,700,consumer,there is no real difference with other traders,local(weekly) market,no,no,,other donkeys,7,120,60,man,100,,no,,no,no,yes,yes
861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,1,1,megabit,13,kilogrammes,.13,red,cash,150,1154,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,by foot,0,120,30,man,100,,no,,no,no,no,
870,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,1,1,nehase,.5,quintal,.5,red,cash,500,1000,consumer,he pays immediately,local(weekly) market,no,no,,own donkey,20,90,120,woman,100,,no,,no,no,no,
873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,1,1,tir,.5,quintal,.5,white,cash,450,900,consumer,he pays immediately,local(weekly) market,no,no,,by foot,20,60,120,woman,100,,no,,no,no,no,
875,1,1,nehase,.5,quintal,.5,mix,cash,500,1000,farmer-trader in the village,he pays immediately,local(weekly) market,no,no,,own donkey,20,180,60,man,100,,no,,no,no,yes,no
876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,1,1,miazia,1,quintal,1,white,cash,990,990,consumer,there is no real difference with other traders,local(weekly) market,no,no,,other donkeys,0,240,120,man,100,,no,,no,no,yes,no
891,2,2,hamle,.5,quintal,.5,white,cash,575,1150,farmer-trader in the village,there is no real difference with other traders,local(weekly) market,no,no,,own donkey,0,240,don't know,man,100,,no,,no,no,yes,no
891,2,1,miazia,.5,quintal,.5,white,cash,525,1050,farmer-trader in the village,there is no real difference with other traders,local(weekly) market,no,no,,own donkey,0,240,60,woman,100,,no,,no,no,yes,no
892,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,1,1,ginbot,12,kilogrammes,.12,red,cash,120,1000,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,by foot,0,30,240,woman,100,,no,,no,no,yes,no
895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,1,1,ginbot,50,kilogrammes,.5,mix,cash,don't know,don't know,farmer,he pays immediately,local(weekly) market,no,no,,by foot,0,40,1,woman,100,,no,,no,no,yes,no
898,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,2,1,megabit,3,quintal,3,mix,cash,2400,800,farmer-trader in the village,he pays immediately,local(weekly) market,yes,yes,2,own donkey,3,15,180,mix,100,,no,,no,no,no,
903,2,2,miazia,2,quintal,2,mix,cash,1700,850,farmer-trader in the village,he pays immediately,local(weekly) market,yes,yes,2,own donkey,3,15,180,mix,100,,no,,no,no,no,
904,1,1,hamle,8,quintal,8,white,cash,10400,1300,at wholesale market: traveling trader going elsewhere,he accepts large quantities,trader shop (fixed),yes,yes,6,own and other donkeys,70,240,60,man,100,,yes,yes,no,no,no,
905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,1,1,nehase,1,quintal,1,red,cash,800,800,consumer,he pays immediately,local(weekly) market,yes,no,,other,20,90,120,man,100,,no,,no,no,yes,yes
907,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,1,1,meskerem,7,kilogrammes,.07,red,cash,90,1285,consumer,there is no real difference with other traders,local(weekly) market,yes,no,,by foot,0,20,120,woman,100,,no,,no,no,yes,yes
911,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1,1,miazia,100,kilogrammes,1,mix,cash,760,760,consumer,there is no real difference with other traders,local(weekly) market,no,no,,other donkeys,10,180,360,man,100,,no,,no,no,yes,yes
921,2,1,yekatit,1.5,quintal,1.5,mix,cash,1125,750,"trader with fixed shop, selling teff to addis",he pays immediately,trader shop (fixed),yes,no,,other donkeys,10,40,20,man,100,,no,,no,no,no,
921,2,2,ginbot,1.5,quintal,1.5,mix,cash,1500,1000,"trader with fixed shop, selling teff to addis",he pays immediately,trader shop (fixed),yes,no,,other donkeys,10,40,20,man,100,,no,,no,no,no,
922,2,2,meskerem,2,quintal,2,red,cash,2000,1000,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,no,,other donkeys,0,90,15,man,100,,no,,no,no,no,
922,2,1,sene,2,quintal,2,magna,cash,1900,950,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,no,,other donkeys,0,90,15,man,100,,no,,no,no,no,
923,1,1,hidar,.57999998,quintal,.57999998,magna,cash,870,1500,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,no,,own donkey,0,15,10,man,100,,no,,no,no,no,
924,1,1,megabit,3,quintal,3,white,cash,2550,850,"trader with fixed shop, selling teff to addis",he pays immediately,trader shop (fixed),yes,no,,own donkey,0,60,60,man,100,,no,,no,no,no,
925,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,1,1,yekatit,1,quintal,1,white,cash,800,800,"trader with fixed shop, selling teff to addis",there is only a single buyer,trader shop (fixed),no,no,,other donkeys,30,120,10,woman,100,,no,,no,no,no,
928,2,1,miazia,1,quintal,1,magna,cash,950,950,"trader with fixed shop, selling teff to addis",there is only a single buyer,trader shop (fixed),no,no,,other donkeys,20,120,30,man,100,,no,,no,no,no,
928,2,2,ginbot,1,quintal,1,magna,cash,1050,1050,"trader with fixed shop, selling teff to addis",there is only a single buyer,trader shop (fixed),no,no,,other donkeys,24,120,30,man,100,,no,,no,no,no,
929,3,3,nehase,1.5,quintal,1.5,magna,cash,1800,1200,"trader with fixed shop, selling teff to addis",there is only a single buyer,trader shop (fixed),no,no,,own donkey,5,120,90,man,100,,no,,no,no,no,
929,3,1,tahisas,1,quintal,1,magna,cash,800,800,"trader with fixed shop, selling teff to addis",there is only a single buyer,trader shop (fixed),no,no,,own donkey,7,120,60,man,100,,no,,no,no,no,
929,3,2,ginbot,.5,quintal,.5,magna,cash,550,1100,"trader with fixed shop, selling teff to addis",there is only a single buyer,trader shop (fixed),no,no,,own donkey,3,120,30,man,100,,no,,no,no,no,
930,1,1,miazia,2,quintal,2,red,cash,1300,650,at wholesale market: traveling trader going to addis,he is close by,trader shop (fixed),yes,yes,2,rented cart,20,60,30,man,100,,yes,no,no,no,no,
931,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,1,1,sene,2,quintal,2,red,cash,1500,750,at wholesale market: traveling trader going elsewhere,he gives higher prices,local(weekly) market,yes,no,,rented cart,40,60,5,man,100,,no,,no,no,yes,no
935,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,1,1,pagume,8,quintal,8,red,cash,8000,1000,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,5,own donkey,0,80,30,man,100,,no,,no,no,no,
938,1,1,sene,1,kilogrammes,1,white,cash,900,900,consumer,he gives advances when needed or lends me money if needed,local(weekly) market,yes,no,,by foot,0,120,12,woman,100,,no,,no,no,no,
939,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,2,1,sene,1,quintal,1,white,cash,1000,1000,"trader with fixed shop, selling teff to addis",he pays immediately,local(weekly) market,yes,yes,3,own donkey,15,120,60,man,1,1,yes,no,yes,no,no,
940,2,2,nehase,1,quintal,1,white,cash,1200,1200,"trader with fixed shop, selling teff to addis",he pays immediately,local(weekly) market,yes,yes,3,own donkey,15,120,60,man,1,1,yes,no,yes,no,no,
941,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,1,1,yekatit,4,quintal,4,red,cash,2400,600,"trader with fixed shop, selling teff to addis",he is close by,trader shop (fixed),yes,no,,own cart,80,1,2,mix,50,7,yes,no,no,no,no,
945,1,1,yekatit,.75,quintal,.75,red,cash,525,700,farmer,he accepts small quantities,on the farm or home,no,no,,own donkey,0,5,3,woman,100,,no,,no,no,no,
946,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1,1,hamle,1,quintal,1,red,cash,600,600,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,no,,rented cart,15,30,20,man,100,,no,,no,no,no,
948,1,1,sene,5,quintal,2,red,cash,3000,600,"trader with fixed shop, selling teff elsewhere",i trust his weighing,trader shop (fixed),yes,no,,rented cart,20,30,20,man,100,,no,,no,no,no,
949,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,2,1,hamle,2.5,quintal,2.5,red,cash,2000,800,farmer-trader in the village,he buys at the farmgate,on the farm or home,yes,yes,2,rented cart,0,0,0,man,100,,no,,no,no,no,
950,2,2,tikimt,2.5,quintal,2.5,red,cash,2500,1000,farmer-trader in the village,he buys at the farmgate,on the farm or home,yes,yes,2,rented cart,0,0,0,man,100,,no,,no,no,no,
951,1,1,megabit,2,quintal,2,white,cash,1800,900,"trader with fixed shop, selling teff elsewhere",he pays immediately,trader shop (fixed),yes,no,,own donkey,0,30,10,man,100,,no,,no,no,yes,yes
952,2,2,hidar,1,quintal,1,red,cash,500,500,"trader with fixed shop, selling teff elsewhere",he pays immediately,trader shop (fixed),yes,no,,rented cart,15,60,5,man,100,,no,,no,no,yes,yes
952,2,1,megabit,2,quintal,2,red,cash,1000,500,"trader with fixed shop, selling teff elsewhere",he pays immediately,trader shop (fixed),yes,no,,rented cart,24,60,10,man,100,,no,,no,no,yes,yes
953,4,2,yekatit,.40000001,quintal,.40000001,red,cash,360,900,farmer-trader in the village,there is no real difference with other traders,trader shop (fixed),yes,no,,own donkey,0,90,10,woman,100,,no,,no,no,yes,no
953,4,4,hamle,.2,quintal,.2,red,cash,180,900,farmer-trader in the village,there is no real difference with other traders,trader shop (fixed),yes,no,,own donkey,0,90,30,woman,100,,no,,no,no,yes,no
953,4,3,ginbot,.2,quintal,.2,red,cash,180,900,farmer-trader in the village,there is no real difference with other traders,trader shop (fixed),yes,no,,own donkey,0,90,40,woman,100,,no,,no,no,yes,no
953,4,1,tir,.5,quintal,.5,red,cash,400,800,farmer-trader in the village,there is no real difference with other traders,trader shop (fixed),yes,no,,own donkey,0,90,30,woman,100,,no,,no,no,yes,no
954,1,1,hidar,4,quintal,4,mix,cash,2200,550,"trader with fixed shop, selling teff elsewhere",he pays immediately,trader shop (fixed),yes,no,,other donkeys,24,50,20,man,100,,no,,no,no,yes,no
955,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,1,1,miazia,2,quintal,2,white,cash,1500,750,consumer,he pays immediately,roadside,yes,no,,own donkey,0,30,540,man,100,,no,,no,no,no,
962,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,1,1,tikimt,6,quintal,6,white,cash,4800,800,consumer,he gives higher prices,local(weekly) market,yes,no,,other donkeys,60,75,352,man,100,,no,,no,yes,no,
964,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,4,2,yekatit,1,quintal,1,white,cash,750,750,assemblers from outside village,he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,40,60,180,man,100,,no,,no,yes,no,
965,4,4,hamle,1,quintal,1,white,cash,780,780,assemblers from outside village,he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,20,60,180,man,100,,no,,no,yes,no,
965,4,1,tir,1,quintal,1,white,cash,720,720,assemblers from outside village,he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,20,60,180,man,100,,no,,no,yes,no,
965,4,3,ginbot,1,quintal,1,white,cash,750,750,assemblers from outside village,he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,20,60,180,man,100,,no,,no,yes,no,
966,2,1,tir,1,quintal,1,white,cash,400,400,at wholesale market: traveling trader going to addis,he is close by,trader shop (fixed),yes,no,,other donkeys,2,15,15,man,100,,no,,no,no,no,
966,2,2,yekatit,1,quintal,1,white,cash,500,500,at wholesale market: traveling trader going to addis,he is close by,trader shop (fixed),yes,no,,other donkeys,2,15,15,man,100,,no,,no,no,no,
967,1,1,miazia,1,quintal,1,red,cash,700,700,at wholesale market: traveling trader going to addis,he pays immediately,trader shop (fixed),yes,no,,other donkeys,7,60,15,man,100,,no,,no,no,no,
968,1,1,sene,1,quintal,1,white,cash,1000,1000,consumer,he gives higher prices,roadside,yes,no,,rented cart,10,40,60,woman,100,,no,,no,no,no,
969,2,1,tahisas,2,quintal,2,white,cash,1400,700,"trader with fixed shop, selling teff elsewhere",he pays immediately,trader shop (fixed),yes,no,,other donkeys,20,60,20,man,100,,no,,no,no,yes,yes
969,2,2,tahisas,1,quintal,1,white,cash,700,700,"trader with fixed shop, selling teff elsewhere",he pays immediately,trader shop (fixed),yes,no,,other donkeys,10,60,15,man,100,,no,,no,no,yes,yes
970,3,2,nehase,2,quintal,2,white,cash,1800,900,"trader with fixed shop, selling teff to addis",he gives higher prices,local(weekly) market,no,no,,own donkey,14,40,120,woman,100,,no,,no,no,no,
970,3,1,hamle,1,quintal,1,white,cash,900,900,"trader with fixed shop, selling teff to addis",he gives higher prices,local(weekly) market,no,no,,own donkey,20,40,60,woman,100,,no,,no,no,no,
970,3,3,meskerem,2,quintal,2,white,cash,1980,990,"trader with fixed shop, selling teff to addis",he gives higher prices,local(weekly) market,no,no,,own donkey,10,40,180,woman,100,,no,,no,no,no,
971,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,4,2,hamle,.40000001,quintal,.40000001,white,cash,320,800,consumer,he accepts small quantities,local(weekly) market,no,no,,by foot,20,80,120,woman,100,,no,,no,no,yes,yes
972,4,1,hamle,.30000001,quintal,.30000001,white,cash,240,800,consumer,he accepts small quantities,local(weekly) market,no,no,,by foot,40,80,120,woman,100,,no,,no,no,yes,yes
972,4,4,nehase,.30000001,quintal,.30000001,white,cash,270,900,consumer,he accepts small quantities,local(weekly) market,no,no,,by foot,30,80,120,woman,100,,no,,no,no,yes,yes
972,4,3,hamle,.2,quintal,.2,red,cash,120,600,consumer,he accepts small quantities,local(weekly) market,no,no,,by foot,30,80,120,woman,100,,no,,no,no,yes,yes
